"","X","yearSeason","slugSeason","slugLeague","typeSeason","dateGame","idGame","numberGameTeamSeason","nameTeam","idTeam","isB2B","isB2BFirst","isB2BSecond","locationGame","slugMatchup","slugTeam","countDaysRestTeam","countDaysNextGameTeam","slugOpponent","slugTeamWinner","slugTeamLoser","outcomeGame","namePlayer","numberGamePlayerSeason","countDaysRestPlayer","countDaysNextGamePlayer","idPlayer","isWin","fgm","fga","pctFG","fg3m","fg3a","pctFG3","pctFT","hasVideo","fg2m","fg2a","pctFG2","minutes","ftm","fta","oreb","dreb","treb","ast","stl","blk","tov","pf","pts","plusminus","fpts","urlTeamSeasonLogo","urlPlayerStats","urlPlayerThumbnail","urlPlayerHeadshot","urlPlayerActionPhoto","urlPlayerPhoto"
"216",7249,2024,"2023-24","NBA","Regular Season","2023-12-12",22300305,22,"Boston Celtics",1610612738,FALSE,TRUE,FALSE,"H","BOS vs. CLE","BOS",3,1,"CLE","BOS","CLE","W","Jaylen Brown",21,3,1,1627759,TRUE,10,17,0.588,1,5,0.2,1,TRUE,9,12,0.75,35,4,4,1,1,2,4,1,1,3,1,25,-6,36.4,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1627759","https://stats.nba.com/media/players/230x185/1627759.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627759.png","https://stats.nba.com/media/players/700/1627759.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627759.png"
"217",7266,2024,"2023-24","NBA","Regular Season","2023-12-12",22300305,22,"Boston Celtics",1610612738,FALSE,TRUE,FALSE,"H","BOS vs. CLE","BOS",3,1,"CLE","BOS","CLE","W","Kristaps Porziņģis",17,3,1,204001,TRUE,5,16,0.313,2,6,0.333333333333333,1,TRUE,3,10,0.3,32,9,9,3,7,10,3,1,2,3,1,21,-3,43.5,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/204001","https://stats.nba.com/media/players/230x185/204001.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204001.png","https://stats.nba.com/media/players/700/204001.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204001.png"
"218",7463,2024,"2023-24","NBA","Regular Season","2023-12-14",22300319,23,"Boston Celtics",1610612738,TRUE,FALSE,FALSE,"H","BOS vs. CLE","BOS",1,0,"CLE","BOS","CLE","W","Kristaps Porziņģis",18,1,2,204001,TRUE,5,11,0.455,1,6,0.166666666666667,0.875,TRUE,4,5,0.8,31,7,8,1,5,6,0,1,2,3,2,18,-1,31.2,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/204001","https://stats.nba.com/media/players/230x185/204001.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204001.png","https://stats.nba.com/media/players/700/204001.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204001.png"
"219",7464,2024,"2023-24","NBA","Regular Season","2023-12-14",22300319,23,"Boston Celtics",1610612738,TRUE,FALSE,FALSE,"H","BOS vs. CLE","BOS",1,0,"CLE","BOS","CLE","W","Derrick White",20,1,0,1628401,TRUE,5,10,0.5,2,4,0.5,1,TRUE,3,6,0.5,35,2,2,2,3,5,3,3,0,3,0,14,9,30.5,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1628401","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628401.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628401.png","https://stats.nba.com/media/players/700/1628401.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628401.png"
"220",7465,2024,"2023-24","NBA","Regular Season","2023-12-14",22300319,23,"Boston Celtics",1610612738,TRUE,FALSE,FALSE,"H","BOS vs. CLE","BOS",1,0,"CLE","BOS","CLE","W","Payton Pritchard",23,1,0,1630202,TRUE,0,1,0,0,1,0,NA,TRUE,0,0,0,14,0,0,0,3,3,2,0,1,0,1,0,1,9.6,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1630202","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630202.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630202.png","https://stats.nba.com/media/players/700/1630202.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"221",7466,2024,"2023-24","NBA","Regular Season","2023-12-14",22300319,23,"Boston Celtics",1610612738,TRUE,FALSE,FALSE,"H","BOS vs. CLE","BOS",1,0,"CLE","BOS","CLE","W","Sam Hauser",23,1,0,1630573,TRUE,3,3,1,3,3,1,NA,TRUE,0,0,0,18,0,0,0,0,0,1,0,0,0,2,9,9,10.5,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1630573","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630573.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630573.png","https://stats.nba.com/media/players/700/1630573.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"222",7486,2024,"2023-24","NBA","Regular Season","2023-12-14",22300319,23,"Boston Celtics",1610612738,TRUE,FALSE,FALSE,"H","BOS vs. CLE","BOS",1,0,"CLE","BOS","CLE","W","Jrue Holiday",21,1,0,201950,TRUE,7,11,0.636,1,3,0.333333333333333,NA,TRUE,6,8,0.75,37,0,0,2,1,3,4,0,0,2,2,15,11,22.6,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/201950","https://stats.nba.com/media/players/230x185/201950.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201950.png","https://stats.nba.com/media/players/700/201950.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201950.png"
"223",7487,2024,"2023-24","NBA","Regular Season","2023-12-14",22300319,23,"Boston Celtics",1610612738,TRUE,FALSE,FALSE,"H","BOS vs. CLE","BOS",1,0,"CLE","BOS","CLE","W","Jaylen Brown",22,1,0,1627759,TRUE,10,20,0.5,2,5,0.4,NA,TRUE,8,15,0.533333333333333,36,0,0,2,3,5,5,2,0,2,3,22,4,39.5,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1627759","https://stats.nba.com/media/players/230x185/1627759.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627759.png","https://stats.nba.com/media/players/700/1627759.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627759.png"
"224",7488,2024,"2023-24","NBA","Regular Season","2023-12-14",22300319,23,"Boston Celtics",1610612738,TRUE,FALSE,FALSE,"H","BOS vs. CLE","BOS",1,0,"CLE","BOS","CLE","W","Lamar Stevens",7,15,0,1630205,TRUE,1,3,0.333,0,2,0,1,TRUE,1,1,1,9,2,2,0,1,1,1,1,1,0,3,4,1,12.7,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1630205","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630205.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630205.png","https://stats.nba.com/media/players/700/1630205.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"225",7551,2024,"2023-24","NBA","Regular Season","2023-12-14",22300319,23,"Boston Celtics",1610612738,TRUE,FALSE,FALSE,"H","BOS vs. CLE","BOS",1,0,"CLE","BOS","CLE","W","Jayson Tatum",23,1,0,1628369,TRUE,9,22,0.409,3,10,0.3,0.75,TRUE,6,12,0.5,36,6,8,3,8,11,3,0,3,3,1,27,2,50.7,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1628369","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628369.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628369.png","https://stats.nba.com/media/players/700/1628369.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628369.png"
"226",7607,2024,"2023-24","NBA","Regular Season","2023-12-14",22300319,23,"Boston Celtics",1610612738,TRUE,FALSE,FALSE,"H","BOS vs. CLE","BOS",1,0,"CLE","BOS","CLE","W","Al Horford",21,1,2,201143,TRUE,3,4,0.75,1,2,0.5,NA,TRUE,2,2,1,24,0,0,3,7,10,3,0,1,0,1,7,9,26.5,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/201143","https://stats.nba.com/media/players/230x185/201143.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201143.png","https://stats.nba.com/media/players/700/201143.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201143.png"
"227",7617,2024,"2023-24","NBA","Regular Season","2023-12-15",22300329,24,"Boston Celtics",1610612738,TRUE,FALSE,TRUE,"H","BOS vs. ORL","BOS",0,1,"ORL","BOS","ORL","W","Oshae Brissett",10,6,1,1629052,TRUE,4,4,1,1,1,1,1,TRUE,3,3,1,16,2,2,1,0,1,1,0,0,2,4,11,-3,11.7,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1629052","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629052.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629052.png","https://stats.nba.com/media/players/700/1629052.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"228",7618,2024,"2023-24","NBA","Regular Season","2023-12-15",22300329,24,"Boston Celtics",1610612738,TRUE,FALSE,TRUE,"H","BOS vs. ORL","BOS",0,1,"ORL","BOS","ORL","W","Payton Pritchard",24,0,1,1630202,TRUE,7,10,0.7,6,7,0.857142857142857,0.5,TRUE,1,3,0.333333333333333,28,1,2,1,2,3,5,1,0,0,4,21,8,35.1,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1630202","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630202.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630202.png","https://stats.nba.com/media/players/700/1630202.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"229",7653,2024,"2023-24","NBA","Regular Season","2023-12-15",22300329,24,"Boston Celtics",1610612738,TRUE,FALSE,TRUE,"H","BOS vs. ORL","BOS",0,1,"ORL","BOS","ORL","W","Svi Mykhailiuk",9,16,3,1629004,TRUE,0,1,0,0,1,0,NA,TRUE,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,-4,0,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1629004","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629004.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629004.png","https://stats.nba.com/media/players/700/1629004.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629004.png"
"230",7654,2024,"2023-24","NBA","Regular Season","2023-12-15",22300329,24,"Boston Celtics",1610612738,TRUE,FALSE,TRUE,"H","BOS vs. ORL","BOS",0,1,"ORL","BOS","ORL","W","Neemias Queta",4,13,1,1629674,TRUE,2,3,0.667,0,0,0,NA,TRUE,2,3,0.666666666666667,18,0,0,2,1,3,1,1,3,1,6,4,13,20.1,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1629674","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629674.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629674.png","https://stats.nba.com/media/players/700/1629674.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"231",7655,2024,"2023-24","NBA","Regular Season","2023-12-15",22300329,24,"Boston Celtics",1610612738,TRUE,FALSE,TRUE,"H","BOS vs. ORL","BOS",0,1,"ORL","BOS","ORL","W","Sam Hauser",24,0,1,1630573,TRUE,4,8,0.5,3,6,0.5,NA,TRUE,1,2,0.5,32,0,0,2,5,7,4,4,0,1,1,11,19,36.4,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1630573","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630573.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630573.png","https://stats.nba.com/media/players/700/1630573.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"232",7690,2024,"2023-24","NBA","Regular Season","2023-12-15",22300329,24,"Boston Celtics",1610612738,TRUE,FALSE,TRUE,"H","BOS vs. ORL","BOS",0,1,"ORL","BOS","ORL","W","Jayson Tatum",24,0,1,1628369,TRUE,11,22,0.5,2,9,0.222222222222222,0.667,TRUE,9,13,0.692307692307692,39,6,9,0,6,6,4,0,0,2,3,30,14,41.2,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1628369","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628369.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628369.png","https://stats.nba.com/media/players/700/1628369.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628369.png"
"233",7691,2024,"2023-24","NBA","Regular Season","2023-12-15",22300329,24,"Boston Celtics",1610612738,TRUE,FALSE,TRUE,"H","BOS vs. ORL","BOS",0,1,"ORL","BOS","ORL","W","Derrick White",21,0,1,1628401,TRUE,7,15,0.467,3,7,0.428571428571429,1,TRUE,4,8,0.5,30,2,2,1,3,4,8,4,1,1,0,19,13,49.8,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1628401","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628401.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628401.png","https://stats.nba.com/media/players/700/1628401.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628401.png"
"234",7762,2024,"2023-24","NBA","Regular Season","2023-12-15",22300329,24,"Boston Celtics",1610612738,TRUE,FALSE,TRUE,"H","BOS vs. ORL","BOS",0,1,"ORL","BOS","ORL","W","Jrue Holiday",22,0,1,201950,TRUE,2,7,0.286,2,3,0.666666666666667,NA,TRUE,0,4,0,28,0,0,1,3,4,4,2,1,0,2,6,12,25.8,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/201950","https://stats.nba.com/media/players/230x185/201950.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201950.png","https://stats.nba.com/media/players/700/201950.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201950.png"
"235",7763,2024,"2023-24","NBA","Regular Season","2023-12-15",22300329,24,"Boston Celtics",1610612738,TRUE,FALSE,TRUE,"H","BOS vs. ORL","BOS",0,1,"ORL","BOS","ORL","W","Lamar Stevens",8,0,1,1630205,TRUE,3,7,0.429,1,3,0.333333333333333,0.5,TRUE,2,4,0.5,14,1,2,1,2,3,0,2,1,1,2,8,-7,19.6,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1630205","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630205.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630205.png","https://stats.nba.com/media/players/700/1630205.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"236",7789,2024,"2023-24","NBA","Regular Season","2023-12-15",22300329,24,"Boston Celtics",1610612738,TRUE,FALSE,TRUE,"H","BOS vs. ORL","BOS",0,1,"ORL","BOS","ORL","W","Jaylen Brown",23,0,1,1627759,TRUE,8,15,0.533,0,5,0,0.667,TRUE,8,10,0.8,30,2,3,0,3,3,4,0,1,2,0,18,20,28.6,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1627759","https://stats.nba.com/media/players/230x185/1627759.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627759.png","https://stats.nba.com/media/players/700/1627759.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627759.png"
"237",8031,2024,"2023-24","NBA","Regular Season","2023-12-17",22300344,25,"Boston Celtics",1610612738,FALSE,TRUE,FALSE,"H","BOS vs. ORL","BOS",1,1,"ORL","BOS","ORL","W","Jaylen Brown",24,1,1,1627759,TRUE,12,20,0.6,5,8,0.625,1,TRUE,7,12,0.583333333333333,34,2,2,1,4,5,6,1,1,2,4,31,11,50,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1627759","https://stats.nba.com/media/players/230x185/1627759.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627759.png","https://stats.nba.com/media/players/700/1627759.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627759.png"
"238",8032,2024,"2023-24","NBA","Regular Season","2023-12-17",22300344,25,"Boston Celtics",1610612738,FALSE,TRUE,FALSE,"H","BOS vs. ORL","BOS",1,1,"ORL","BOS","ORL","W","Oshae Brissett",11,1,1,1629052,TRUE,0,0,NA,0,0,0,NA,TRUE,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,-4,2.4,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1629052","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629052.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629052.png","https://stats.nba.com/media/players/700/1629052.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"239",8052,2024,"2023-24","NBA","Regular Season","2023-12-17",22300344,25,"Boston Celtics",1610612738,FALSE,TRUE,FALSE,"H","BOS vs. ORL","BOS",1,1,"ORL","BOS","ORL","W","Al Horford",22,2,1,201143,TRUE,3,7,0.429,2,3,0.666666666666667,NA,TRUE,1,4,0.25,24,0,0,1,7,8,2,0,1,0,2,8,19,23.6,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/201143","https://stats.nba.com/media/players/230x185/201143.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201143.png","https://stats.nba.com/media/players/700/201143.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201143.png"
"240",8053,2024,"2023-24","NBA","Regular Season","2023-12-17",22300344,25,"Boston Celtics",1610612738,FALSE,TRUE,FALSE,"H","BOS vs. ORL","BOS",1,1,"ORL","BOS","ORL","W","Derrick White",22,1,1,1628401,TRUE,4,9,0.444,1,5,0.2,1,TRUE,3,4,0.75,27,1,1,0,5,5,4,1,3,2,1,10,7,32,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1628401","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628401.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628401.png","https://stats.nba.com/media/players/700/1628401.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628401.png"
"241",8054,2024,"2023-24","NBA","Regular Season","2023-12-17",22300344,25,"Boston Celtics",1610612738,FALSE,TRUE,FALSE,"H","BOS vs. ORL","BOS",1,1,"ORL","BOS","ORL","W","Payton Pritchard",25,1,1,1630202,TRUE,2,5,0.4,1,1,1,NA,TRUE,1,4,0.25,21,0,0,2,4,6,3,0,1,1,3,5,10,18.7,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1630202","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630202.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630202.png","https://stats.nba.com/media/players/700/1630202.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"242",8072,2024,"2023-24","NBA","Regular Season","2023-12-17",22300344,25,"Boston Celtics",1610612738,FALSE,TRUE,FALSE,"H","BOS vs. ORL","BOS",1,1,"ORL","BOS","ORL","W","Lamar Stevens",9,1,2,1630205,TRUE,0,0,NA,0,0,0,NA,TRUE,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,-4,0,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1630205","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630205.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630205.png","https://stats.nba.com/media/players/700/1630205.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"243",8073,2024,"2023-24","NBA","Regular Season","2023-12-17",22300344,25,"Boston Celtics",1610612738,FALSE,TRUE,FALSE,"H","BOS vs. ORL","BOS",1,1,"ORL","BOS","ORL","W","Dalano Banton",12,8,5,1630625,TRUE,1,2,0.5,0,1,0,NA,TRUE,1,1,1,2,0,0,0,0,0,0,0,0,0,0,2,-4,2,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1630625","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630625.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630625.png","https://stats.nba.com/media/players/700/1630625.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"244",8092,2024,"2023-24","NBA","Regular Season","2023-12-17",22300344,25,"Boston Celtics",1610612738,FALSE,TRUE,FALSE,"H","BOS vs. ORL","BOS",1,1,"ORL","BOS","ORL","W","Jayson Tatum",25,1,1,1628369,TRUE,8,21,0.381,4,6,0.666666666666667,0.75,TRUE,4,15,0.266666666666667,31,3,4,3,5,8,3,0,1,1,3,23,9,39.1,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1628369","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628369.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628369.png","https://stats.nba.com/media/players/700/1628369.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628369.png"
"245",8093,2024,"2023-24","NBA","Regular Season","2023-12-17",22300344,25,"Boston Celtics",1610612738,FALSE,TRUE,FALSE,"H","BOS vs. ORL","BOS",1,1,"ORL","BOS","ORL","W","Sam Hauser",25,1,1,1630573,TRUE,2,5,0.4,0,3,0,NA,TRUE,2,2,1,17,0,0,1,1,2,0,1,0,1,0,4,12,8.4,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1630573","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630573.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630573.png","https://stats.nba.com/media/players/700/1630573.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"246",8110,2024,"2023-24","NBA","Regular Season","2023-12-17",22300344,25,"Boston Celtics",1610612738,FALSE,TRUE,FALSE,"H","BOS vs. ORL","BOS",1,1,"ORL","BOS","ORL","W","Kristaps Porziņģis",19,2,2,204001,TRUE,6,12,0.5,2,4,0.5,1,TRUE,4,8,0.5,29,1,1,1,9,10,0,1,1,4,2,15,4,29,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/204001","https://stats.nba.com/media/players/230x185/204001.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204001.png","https://stats.nba.com/media/players/700/204001.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204001.png"
"247",8111,2024,"2023-24","NBA","Regular Season","2023-12-17",22300344,25,"Boston Celtics",1610612738,FALSE,TRUE,FALSE,"H","BOS vs. ORL","BOS",1,1,"ORL","BOS","ORL","W","Neemias Queta",5,1,1,1629674,TRUE,1,2,0.5,0,0,0,NA,TRUE,1,2,0.5,16,0,0,0,3,3,0,0,0,0,1,2,8,5.6,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1629674","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629674.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629674.png","https://stats.nba.com/media/players/700/1629674.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"248",8131,2024,"2023-24","NBA","Regular Season","2023-12-17",22300344,25,"Boston Celtics",1610612738,FALSE,TRUE,FALSE,"H","BOS vs. ORL","BOS",1,1,"ORL","BOS","ORL","W","Jrue Holiday",23,1,1,201950,TRUE,6,12,0.5,2,5,0.4,NA,TRUE,4,7,0.571428571428571,34,0,0,1,5,6,0,0,2,3,2,14,17,24.2,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/201950","https://stats.nba.com/media/players/230x185/201950.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201950.png","https://stats.nba.com/media/players/700/201950.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201950.png"
"249",8373,2024,"2023-24","NBA","Regular Season","2023-12-19",22300362,26,"Boston Celtics",1610612738,TRUE,FALSE,FALSE,"A","BOS @ GSW","BOS",1,0,"GSW","GSW","BOS","L","Payton Pritchard",26,1,0,1630202,FALSE,4,6,0.667,3,5,0.6,NA,TRUE,1,1,1,19,0,0,0,0,0,2,0,0,1,1,11,-10,13,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1630202","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630202.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630202.png","https://stats.nba.com/media/players/700/1630202.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"250",8374,2024,"2023-24","NBA","Regular Season","2023-12-19",22300362,26,"Boston Celtics",1610612738,TRUE,FALSE,FALSE,"A","BOS @ GSW","BOS",1,0,"GSW","GSW","BOS","L","Sam Hauser",26,1,0,1630573,FALSE,0,7,0,0,6,0,NA,TRUE,0,1,0,21,0,0,1,2,3,1,0,0,0,2,0,1,5.1,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1630573","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630573.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630573.png","https://stats.nba.com/media/players/700/1630573.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
