"","X","yearSeason","slugSeason","slugLeague","typeSeason","dateGame","idGame","numberGameTeamSeason","nameTeam","idTeam","isB2B","isB2BFirst","isB2BSecond","locationGame","slugMatchup","slugTeam","countDaysRestTeam","countDaysNextGameTeam","slugOpponent","slugTeamWinner","slugTeamLoser","outcomeGame","namePlayer","numberGamePlayerSeason","countDaysRestPlayer","countDaysNextGamePlayer","idPlayer","isWin","fgm","fga","pctFG","fg3m","fg3a","pctFG3","pctFT","hasVideo","fg2m","fg2a","pctFG2","minutes","ftm","fta","oreb","dreb","treb","ast","stl","blk","tov","pf","pts","plusminus","fpts","urlTeamSeasonLogo","urlPlayerStats","urlPlayerThumbnail","urlPlayerHeadshot","urlPlayerActionPhoto","urlPlayerPhoto"
"36",1250,2024,"2023-24","NBA","Regular Season","2023-11-01",22300118,4,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"H","BOS vs. IND","BOS",1,2,"IND","BOS","IND","W","Jrue Holiday",4,1,2,201950,TRUE,6,9,0.667,3,4,0.75,NA,TRUE,3,5,0.6,25,0,0,0,7,7,4,0,1,1,0,15,20,31.4,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/201950","https://stats.nba.com/media/players/230x185/201950.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201950.png","https://stats.nba.com/media/players/700/201950.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201950.png"
"37",1251,2024,"2023-24","NBA","Regular Season","2023-11-01",22300118,4,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"H","BOS vs. IND","BOS",1,2,"IND","BOS","IND","W","Lamar Stevens",2,1,4,1630205,TRUE,2,4,0.5,0,0,0,NA,TRUE,2,4,0.5,7,0,0,2,0,2,2,0,0,0,2,4,6,9.4,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1630205","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630205.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630205.png","https://stats.nba.com/media/players/700/1630205.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"38",1305,2024,"2023-24","NBA","Regular Season","2023-11-01",22300118,4,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"H","BOS vs. IND","BOS",1,2,"IND","BOS","IND","W","Luke Kornet",3,1,2,1628436,TRUE,1,1,1,0,0,0,NA,TRUE,1,1,1,6,0,0,1,1,2,0,0,0,0,0,2,7,4.4,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1628436","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628436.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628436.png","https://stats.nba.com/media/players/700/1628436.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628436.png"
"39",1306,2024,"2023-24","NBA","Regular Season","2023-11-01",22300118,4,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"H","BOS vs. IND","BOS",1,2,"IND","BOS","IND","W","Dalano Banton",2,1,8,1630625,TRUE,4,4,1,0,0,0,1,TRUE,4,4,1,8,3,3,0,3,3,1,1,0,0,2,11,3,19.1,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1630625","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630625.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630625.png","https://stats.nba.com/media/players/700/1630625.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"40",1358,2024,"2023-24","NBA","Regular Season","2023-11-01",22300118,4,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"H","BOS vs. IND","BOS",1,2,"IND","BOS","IND","W","Jayson Tatum",4,1,2,1628369,TRUE,9,15,0.6,3,5,0.6,0.9,TRUE,6,10,0.6,27,9,10,2,10,12,4,0,0,2,1,30,36,48.4,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1628369","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628369.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628369.png","https://stats.nba.com/media/players/700/1628369.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628369.png"
"41",1359,2024,"2023-24","NBA","Regular Season","2023-11-01",22300118,4,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"H","BOS vs. IND","BOS",1,2,"IND","BOS","IND","W","Svi Mykhailiuk",2,1,4,1629004,TRUE,2,6,0.333,1,4,0.25,NA,TRUE,1,2,0.5,11,0,0,0,3,3,0,0,0,0,0,5,17,8.6,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1629004","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629004.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629004.png","https://stats.nba.com/media/players/700/1629004.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629004.png"
"42",1360,2024,"2023-24","NBA","Regular Season","2023-11-01",22300118,4,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"H","BOS vs. IND","BOS",1,2,"IND","BOS","IND","W","Oshae Brissett",3,1,2,1629052,TRUE,1,4,0.25,0,1,0,1,TRUE,1,3,0.333333333333333,20,2,2,0,1,1,0,2,0,0,0,4,21,11.2,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1629052","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629052.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629052.png","https://stats.nba.com/media/players/700/1629052.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"43",1410,2024,"2023-24","NBA","Regular Season","2023-11-01",22300118,4,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"H","BOS vs. IND","BOS",1,2,"IND","BOS","IND","W","Al Horford",4,1,2,201143,TRUE,1,3,0.333,1,1,1,1,TRUE,0,2,0,11,2,2,2,2,4,0,1,1,1,0,5,7,14.8,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/201143","https://stats.nba.com/media/players/230x185/201143.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201143.png","https://stats.nba.com/media/players/700/201143.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201143.png"
"44",1411,2024,"2023-24","NBA","Regular Season","2023-11-01",22300118,4,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"H","BOS vs. IND","BOS",1,2,"IND","BOS","IND","W","Kristaps Porziņģis",4,1,2,204001,TRUE,3,7,0.429,1,3,0.333333333333333,1,TRUE,2,4,0.5,27,6,6,1,5,6,2,0,0,2,3,13,27,21.2,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/204001","https://stats.nba.com/media/players/230x185/204001.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204001.png","https://stats.nba.com/media/players/700/204001.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204001.png"
"45",1695,2024,"2023-24","NBA","Regular Season","2023-11-04",22300136,5,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"A","BOS @ BKN","BOS",2,1,"BKN","BOS","BKN","W","Jrue Holiday",5,2,1,201950,TRUE,6,15,0.4,4,9,0.444444444444444,1,TRUE,2,6,0.333333333333333,40,2,2,4,5,9,10,0,1,3,1,18,14,43.8,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/201950","https://stats.nba.com/media/players/230x185/201950.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201950.png","https://stats.nba.com/media/players/700/201950.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201950.png"
"46",1696,2024,"2023-24","NBA","Regular Season","2023-11-04",22300136,5,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"A","BOS @ BKN","BOS",2,1,"BKN","BOS","BKN","W","Sam Hauser",5,2,1,1630573,TRUE,2,3,0.667,1,2,0.5,NA,TRUE,1,1,1,19,0,0,0,1,1,0,2,0,1,3,5,-5,11.2,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1630573","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630573.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630573.png","https://stats.nba.com/media/players/700/1630573.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"47",1734,2024,"2023-24","NBA","Regular Season","2023-11-04",22300136,5,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"A","BOS @ BKN","BOS",2,1,"BKN","BOS","BKN","W","Al Horford",5,2,1,201143,TRUE,4,7,0.571,0,3,0,NA,TRUE,4,4,1,30,0,0,2,5,7,3,1,1,0,1,8,29,26.9,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/201143","https://stats.nba.com/media/players/230x185/201143.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201143.png","https://stats.nba.com/media/players/700/201143.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201143.png"
"48",1735,2024,"2023-24","NBA","Regular Season","2023-11-04",22300136,5,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"A","BOS @ BKN","BOS",2,1,"BKN","BOS","BKN","W","Jayson Tatum",5,2,1,1628369,TRUE,10,20,0.5,6,10,0.6,1,TRUE,4,10,0.4,41,6,6,1,10,11,1,0,0,3,1,32,18,43.7,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1628369","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628369.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628369.png","https://stats.nba.com/media/players/700/1628369.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628369.png"
"49",1771,2024,"2023-24","NBA","Regular Season","2023-11-04",22300136,5,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"A","BOS @ BKN","BOS",2,1,"BKN","BOS","BKN","W","Payton Pritchard",5,2,1,1630202,TRUE,0,4,0,0,4,0,NA,TRUE,0,0,0,19,0,0,0,0,0,2,0,0,1,2,0,-10,2,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1630202","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630202.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630202.png","https://stats.nba.com/media/players/700/1630202.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"50",1809,2024,"2023-24","NBA","Regular Season","2023-11-04",22300136,5,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"A","BOS @ BKN","BOS",2,1,"BKN","BOS","BKN","W","Kristaps Porziņģis",5,2,1,204001,TRUE,8,10,0.8,1,2,0.5,0.625,TRUE,7,8,0.875,30,5,8,2,5,7,1,0,3,1,2,22,4,39.9,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/204001","https://stats.nba.com/media/players/230x185/204001.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204001.png","https://stats.nba.com/media/players/700/204001.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204001.png"
"51",1839,2024,"2023-24","NBA","Regular Season","2023-11-04",22300136,5,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"A","BOS @ BKN","BOS",2,1,"BKN","BOS","BKN","W","Jaylen Brown",5,2,1,1627759,TRUE,7,22,0.318,2,11,0.181818181818182,0.875,TRUE,5,11,0.454545454545455,35,7,8,0,5,5,4,0,1,2,4,23,6,36,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1627759","https://stats.nba.com/media/players/230x185/1627759.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627759.png","https://stats.nba.com/media/players/700/1627759.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627759.png"
"52",1840,2024,"2023-24","NBA","Regular Season","2023-11-04",22300136,5,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"A","BOS @ BKN","BOS",2,1,"BKN","BOS","BKN","W","Luke Kornet",4,2,1,1628436,TRUE,5,5,1,0,0,0,1,TRUE,5,5,1,15,1,1,0,7,7,0,1,0,0,3,11,7,22.4,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1628436","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628436.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628436.png","https://stats.nba.com/media/players/700/1628436.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628436.png"
"53",1871,2024,"2023-24","NBA","Regular Season","2023-11-04",22300136,5,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"A","BOS @ BKN","BOS",2,1,"BKN","BOS","BKN","W","Oshae Brissett",4,2,5,1629052,TRUE,1,4,0.25,1,4,0.25,1,TRUE,0,0,0,11,2,2,1,2,3,1,0,0,0,0,5,-13,10.1,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1629052","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629052.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629052.png","https://stats.nba.com/media/players/700/1629052.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"54",1990,2024,"2023-24","NBA","Regular Season","2023-11-06",22300154,6,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"A","BOS @ MIN","BOS",1,1,"MIN","MIN","BOS","L","Jayson Tatum",6,1,1,1628369,FALSE,12,22,0.545,2,8,0.25,0.75,TRUE,10,14,0.714285714285714,43,6,8,0,5,5,2,5,0,6,2,32,3,50,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1628369","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628369.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628369.png","https://stats.nba.com/media/players/700/1628369.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628369.png"
"55",1991,2024,"2023-24","NBA","Regular Season","2023-11-06",22300154,6,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"A","BOS @ MIN","BOS",1,1,"MIN","MIN","BOS","L","Svi Mykhailiuk",3,4,3,1629004,FALSE,0,0,NA,0,0,0,NA,TRUE,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,-2,0,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1629004","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629004.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629004.png","https://stats.nba.com/media/players/700/1629004.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629004.png"
"56",2025,2024,"2023-24","NBA","Regular Season","2023-11-06",22300154,6,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"A","BOS @ MIN","BOS",1,1,"MIN","MIN","BOS","L","Luke Kornet",5,1,1,1628436,FALSE,1,2,0.5,0,0,0,0.75,TRUE,1,2,0.5,16,3,4,1,0,1,0,2,0,0,2,5,4,12.2,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1628436","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628436.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628436.png","https://stats.nba.com/media/players/700/1628436.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628436.png"
"57",2128,2024,"2023-24","NBA","Regular Season","2023-11-06",22300154,6,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"A","BOS @ MIN","BOS",1,1,"MIN","MIN","BOS","L","Al Horford",6,1,1,201143,FALSE,1,5,0.2,1,4,0.25,NA,TRUE,0,1,0,36,0,0,2,3,5,4,1,0,2,4,3,7,16,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/201143","https://stats.nba.com/media/players/230x185/201143.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201143.png","https://stats.nba.com/media/players/700/201143.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201143.png"
"58",2129,2024,"2023-24","NBA","Regular Season","2023-11-06",22300154,6,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"A","BOS @ MIN","BOS",1,1,"MIN","MIN","BOS","L","Kristaps Porziņģis",6,1,1,204001,FALSE,5,14,0.357,2,6,0.333333333333333,0.8,TRUE,3,8,0.375,36,8,10,1,4,5,1,1,1,1,5,20,-7,32.5,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/204001","https://stats.nba.com/media/players/230x185/204001.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204001.png","https://stats.nba.com/media/players/700/204001.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204001.png"
"59",2130,2024,"2023-24","NBA","Regular Season","2023-11-06",22300154,6,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"A","BOS @ MIN","BOS",1,1,"MIN","MIN","BOS","L","Payton Pritchard",6,1,1,1630202,FALSE,0,3,0,0,1,0,NA,TRUE,0,2,0,20,0,0,3,3,6,3,0,0,0,2,0,13,11.7,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1630202","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630202.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630202.png","https://stats.nba.com/media/players/700/1630202.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"60",2131,2024,"2023-24","NBA","Regular Season","2023-11-06",22300154,6,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"A","BOS @ MIN","BOS",1,1,"MIN","MIN","BOS","L","Lamar Stevens",3,4,12,1630205,FALSE,0,1,0,0,0,0,NA,TRUE,0,1,0,4,0,0,0,1,1,0,1,0,0,0,0,-5,4.2,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1630205","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630205.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630205.png","https://stats.nba.com/media/players/700/1630205.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"61",2184,2024,"2023-24","NBA","Regular Season","2023-11-06",22300154,6,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"A","BOS @ MIN","BOS",1,1,"MIN","MIN","BOS","L","Jrue Holiday",6,1,1,201950,FALSE,4,16,0.25,0,4,0,0.667,TRUE,4,12,0.333333333333333,42,4,6,3,8,11,6,1,0,3,3,12,-19,34.2,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/201950","https://stats.nba.com/media/players/230x185/201950.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201950.png","https://stats.nba.com/media/players/700/201950.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201950.png"
"62",2185,2024,"2023-24","NBA","Regular Season","2023-11-06",22300154,6,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"A","BOS @ MIN","BOS",1,1,"MIN","MIN","BOS","L","Jaylen Brown",6,1,1,1627759,FALSE,10,21,0.476,3,8,0.375,0.75,TRUE,7,13,0.538461538461538,39,3,4,0,7,7,4,1,0,3,5,26,-16,40.4,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1627759","https://stats.nba.com/media/players/230x185/1627759.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627759.png","https://stats.nba.com/media/players/700/1627759.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627759.png"
"63",2239,2024,"2023-24","NBA","Regular Season","2023-11-06",22300154,6,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"A","BOS @ MIN","BOS",1,1,"MIN","MIN","BOS","L","Sam Hauser",6,1,1,1630573,FALSE,3,8,0.375,3,8,0.375,1,TRUE,0,0,0,25,2,2,1,3,4,0,1,1,1,3,11,-3,20.8,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1630573","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630573.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630573.png","https://stats.nba.com/media/players/700/1630573.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"64",2257,2024,"2023-24","NBA","Regular Season","2023-11-08",22300159,7,"Boston Celtics",1610612738,FALSE,TRUE,FALSE,"A","BOS @ PHI","BOS",1,1,"PHI","PHI","BOS","L","Jaylen Brown",7,1,1,1627759,FALSE,4,13,0.308,2,7,0.285714285714286,0.5,TRUE,2,6,0.333333333333333,36,1,2,0,2,2,2,1,1,4,2,11,-3,18.4,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1627759","https://stats.nba.com/media/players/230x185/1627759.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627759.png","https://stats.nba.com/media/players/700/1627759.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627759.png"
